	header	desc	author	date
391	FedEx Reports After The Close On 6/23 — Options Contracts Expire The Next Day	According to NextEarningsDate.com, the FedEx﻿FDX﻿ next earnings date is projected to be 6/23 after the close, with earnings estimates of $6.87/share on $24.57 Billion of revenue.	Dividend Channel	Jun 15, 2022
392	Best Practices To Accelerate Board Diversity	Diversity has been front and center in business discussions for over a decade. Yet here we are halfway through 2022, and the composition of boards in the United States still does not reflect the nature of our population.	Patricia Lenkov	Jun 15, 2022
393	Signal Says This Energy Stock Could Get A Jolt	Chesapeake Energy (CHK) got swept up in yesterday’s selloff, shedding 6.1% on the day and pulling back to its lowest level since May 19.	Schaeffer's Investment Research	Jun 15, 2022
394	Recalls Show Why Tesla Runs Circles Around GM And Ford	Executives at Ford Motors (F) said Tuesday that the company is recalling almost 50,000 EVs over worries that battery overheating might cause the cars and trucks to lose power.	Jon Markman	Jun 15, 2022
395	Recession Vs. Bear Market In The S&P 500 And Dow Jones	It's been two years since our last bear market, leaving many wondering: is a recession in our future? The answer is not that simple. Here are the key differences between a bear market and a recession, and why one is not indicative of the other.	Q.ai - Powering a Personal Wealth Movement	Jun 15, 2022
396	Bitcoin Crash At $20,000. What’s Next For 2022 And Where Is The Bottom For Bitcoin?	Crypto prices have been hit hard lately. Here's what I think will happen next.	Clem Chambers	Jun 15, 2022
397	Elder Abuse In The U.S. : Does Awareness Matter?	On World Elder Abuse Awareness Day, June 15, we are reminded of the extent of this issue. We can all be more alert to stop abuse of our vulnerable aging family, friends and neighbors.	Carolyn Rosenblatt	Jun 15, 2022
398	No Medium-Term Lending Facility Rate Cut But Online Retail Sales Pick Up	Asian equities were a sea of red excluding Hong Kong and China, which posted gains.	Brendan Ahern	Jun 15, 2022
399	Medicare Advantage Plans Have Great Promise But They Are Not Delivering	Because the government pays plans based on the health status of their members, the insurers find ways to make their patients appear as sick as possible, thus significantly increasing their profits.	Howard Gleckman	Jun 15, 2022
400	All Cap Index & Sectors: Inflation Inflates ROICs For 1Q22	Return on invested capital (ROIC) spiked to the highest level since 1998 for the NC 2000 in 1Q22. All eleven sectors in the NC 2000 saw a year-over-year (YoY) improvement in ROIC as well.	David Trainer	Jun 15, 2022
401	How To Avoid The Worst Style ETFs 2Q22	The large number of ETFs has little to do with serving investors’ best interests. Here are three red flags investors can use to avoid the worst ETFs.	David Trainer	Jun 15, 2022
402	Your Student Loan Servicer Is About To Change, If You Are On Track For This Key Loan Forgiveness Program	Buckle up — millions of borrowers who are on track for a key student loan forgiveness program are about to be transferred to a new student loan servicer. Here’s what you need to know.	Adam S. Minsky	Jun 15, 2022
403	Can Unilever Stock Maintain Its Outperformance?	Unilever stock (NYSE: UL) was up around 1% in the past two weeks (ten trading days), in a time when the S&P dropped nearly 10%.	Trefis Team	Jun 15, 2022
404	Here’s How I Invest For 148% ‘Dividend-Powered’ Returns	For the cash we do deploy today, what exactly should we be looking for?	Brett Owens	Jun 15, 2022
405	Student Loan Forgiveness: Here Are The Potential Big Winners	If this describes you, then you could be a big winner with student loan forgiveness.	Zack Friedman	Jun 15, 2022
406	Healthpeak Properties Stock Lost 16% In One Week, What To Expect?	Healthpeak Properties’ stock (NYSE: PEAK) has lost 16% in the last week, underperforming the S&P 500 (down 9%).	Trefis Team	Jun 15, 2022
407	News Corp Stock Down 25% In Six Months, What’s Next?	After a 25% decline over the last six months, at the current price of around $16 per share, we believe News Corp stock (NASDAQ: NWSA), a global, diversified media and information services company, could see gains.	Trefis Team	Jun 15, 2022
408	Five Oversold Small Cap Stocks And One Mid Cap For Bear Market Bargain Hunters	With stocks cratering so far this year, smart stock pickers are looking in all corners of the market for screaming bargains.	Hank Tucker	Jun 15, 2022
409	The Crypto Bear Market Could Last Two Years, Top Investors Say	The last cryptocurrency downturn began in early 2018 and lasted about two and a half years.	Jeff Kauflin	Jun 15, 2022
410	Will Altria Stock Rebound After A 10% Fall In A Month?	The rising gas and food prices in the U.S. will likely weigh on consumer demand, impacting cigarette volume.	Trefis Team	Jun 15, 2022
411	Why Does The Federal Reserve Go To War With Workers?	University of Texas economist Jaime Galbraith argues that the Fed just acts like it hates workers.	Teresa Ghilarducci	Jun 15, 2022
412	What’s Happening With UnitedHealth Stock?	After over a 6% fall year-to-date, at the current levels, we believe UnitedHealth stock (NYSE: UNH) has more room for growth.	Trefis Team	Jun 15, 2022
413	A New Way To Think About The Lifespan	Chronological age is becoming almost irrelevant in determining what a person needs and desires. A new book, Stage (Not Age), offers us a glimpse into some alternatives and prompts us to think differently about marketing to people at these stages of life.	Sara Zeff Geber, PhD	Jun 14, 2022
414	Don't Lose Heart - A Bull Stock Market Is Coming	"Now is a good time to ""buy low"" - ""Sell high"" happens later"	John S. Tobey	Jun 14, 2022
415	The Final Foreign Tax Credit Rules: Complaints And Confusion	Raymond Stahl of Ernst & Young discusses concerns about the final regulations for claiming foreign tax credits, particularly how they affect creditability, withholding, and treaty benefits.	Tax Notes Staff	Jun 14, 2022
416	Here’s How Markets Reacted Last Time The Fed Hiked Rates By 75 Basis Points	Raising rates by less than 75 basis points will disappoint investors, and show that the Fed is “wedded to procedure rather than responding to the data.”	Sergei Klebnikov	Jun 14, 2022
417	Update: MPAA, June 14	Shares of Motorcar Parts of America (MPAA) fell 7% today following the release of the company’s fiscal 2022 Q4 results this morning. Specifically, net sales for the period fell by a less-than-expected 2.5% year-over-year to $163.9 million as demand for its products held up well against tough [...]	Taesik Yoon	Jun 14, 2022
418	Stock Market ‘Carnage’ Set To Worsen As Fed Rate Decision Looms—Here’s How Bad It Could Get	"""The Fed is flirting with an accident waiting to happen,"" says one expert as major stock indexes plunge into bear-market territory."	Jonathan Ponciano	Jun 14, 2022
419	Who Benefits From The Fight Against ESG?	Several state legislatures have recently begun punishing investment companies that take ESG data into consideration when making investment decisions. While all of this may be great rhetoric to motivate a political base, what is the ultimate goal and who does it benefit?	Peter Krull	Jun 14, 2022
420	Gilead Sciences Shares Cross 5% Yield Mark	In trading on Tuesday, shares of Gilead Sciences were yielding above the 5% mark based on its quarterly dividend (annualized to $2.92), with the stock changing hands as low as $57.16 on the day.	Dividend Channel	Jun 14, 2022
421	5 Things Borrowers Should Know About Biden’s $25 Billion In Student Loan Forgiveness	The Biden administration has been touting $25 billion in student loan forgiveness approved for borrowers during the last year and a half. At least 1.3 million borrowers have been determined to be eligible. Here's what you need to know.	Adam S. Minsky	Jun 14, 2022
422	A Tale Of Two Cities: Opportunities To Go Long And Short	The government printed and spent so much money that the Fed is now struggling to unwind the $9 trillion currently on its balance sheet. Inflation and fears of recession leave investors wondering what to do.	George Schultze	Jun 14, 2022
423	How Ando Is Greening The Banking Industry—and, Soon, The Insurance Industry	Ando is a banking service that invests every cent of customers’ money into projects and companies committed to fighting climate change	Christopher Marquis	Jun 14, 2022
424	Bank Of America Says Credit Data Doesn’t Signify A Recession	Bank of America's numbers suggest that an upcoming recession is, by no means, a certainty.	Q.ai - Powering a Personal Wealth Movement	Jun 14, 2022
425	With Venture Funding In Doubt, A San Francisco Fintech Partners With Stripe To Offer Startups An A.I.-Powered Twist On Receivables Lending	San Francisco’s Arc is in the business of making founder friendly loans. With tech and crypto markets in crisis, its timing couldn't be better.	Dylan Sloan	Jun 14, 2022
426	Six Myths That Could Lose You A Lot Of Money In This Market	We tell ourselves stories to make critical financial decisions. Disabuse yourself of them and reexamine them coolly. To help, here are six myths about this market and economy to reconsider.	Bob Haber	Jun 14, 2022
427	Here's How Stan Druckenmiller's Strategy For Investing In Bear Markets Has Changed	The skyrocketing inflation has made it more important than ever to invest with macro conditions in mind. Some may consider Stan Druckenmiller to be one of the greatest macro investors of all time.	Jacob Wolinsky	Jun 14, 2022
428	What’s Next For Sirius XM Stock?	Sirius XM stock (NASDAQ: SIRI), a leading provider of satellite radio, has a large number of outstanding shares of around 4 billion (in 2021) which makes its stock trade at a low price in the range of $6 to $7 levels.	Trefis Team	Jun 14, 2022
429	Bitcoin, Ethereum, XRP: What The Price Charts Look Like Now	Whatever the reasons may have been, this market is a long way from Matt Damon’s pro-crypto Super Bowl commercial advising viewers that “fortune favors the brave.”	John Navin	Jun 14, 2022
